q1,q2,q3,q4,q5,q6,q7,q12,q13,q15,q18,q24
6,1,4,2,C E,1.6,86.18,1,1,3,2,2
6,1,4,2,B  E,1.65,104.33,1,1,1,2,2
7,1,4,2,E,1.7,97.98,1,1,1,2,2
7,2,4,1,E,1.68,61.24,1,1,1,2,2
7,2,4,2,E,1.83,83.92,5,1,1,2,2
7,1,4,1,,1.55,70.31,1,1,1,2,2
6,2,4,2,E,1.9,77.11,1,1,1,2,2
7,2,4,1,E,1.73,89.36,1,1,1,2,2
6,1,4,1,E,1.57,113.4,1,1,1,2,2
6,1,4,1,E,1.7,63.5,1,1,1,2,2
4,2,1,2,C E,1.7,57.61,1,1,1,2,2
3,2,1,2,E,1.7,52.16,1,1,1,2,2
3,1,1,2,E,1.55,49.9,1,1,1,1,2
4,1,1,2,E,1.65,52.16,1,1,1,2,2
4,1,1,1,,1.6,46.72,1,1,1,1,2
4,2,1,2,E,1.85,81.65,1,1,1,2,2
3,1,1,2,E,1.73,68.04,1,1,1,2,2
3,2,1,1,E,1.73,64.86,1,1,1,2,2
3,1,1,1,,,,1,1,1,2,2
7,2,4,1,,,,3,3,3,2,2
4,2,1,1,,1.8,65.77,1,1,1,2,2
3,1,1,2,E,1.63,81.65,1,1,1,1,1
4,2,1,1,,1.73,78.47,1,1,4,1,2
3,2,1,1,,1.68,62.6,2,3,1,2,1
4,1,1,1,,1.55,48.08,1,1,1,2,1
3,1,1,2,E,1.6,47.63,1,1,1,2,1
4,2,1,2,E,1.75,79.38,1,1,1,1,
4,1,1,1,D,,,1,1,1,2,2
4,2,1,2,B  E,1.7,61.24,1,1,1,2,1
4,2,2,2,B  E,1.68,68.04,1,1,1,2,2
5,2,2,1,E,1.7,86.18,1,1,1,2,2
4,1,2,1,,1.63,96.62,1,1,1,2,2
4,2,2,1,E,,,1,1,1,2,2
5,1,2,2,A   E,1.65,52.16,1,1,2,1,1
5,2,2,2,E,1.78,120.2,1,1,1,2,2
5,2,2,2,B,,,1,1,1,2,2
5,1,2,1,,,,1,1,1,1,2
5,1,2,1,,1.63,81.65,1,1,1,2,2
5,2,2,2,E,1.68,63.5,1,1,1,2,2
5,1,2,1,,1.57,54.43,1,1,1,2,2
5,1,2,1,D,1.57,65.77,1,1,1,2,2
5,1,2,2,E,1.65,68.04,1,1,1,2,2
5,2,2,2,E,1.88,127.01,1,1,1,2,2
5,2,2,2,B,,,1,1,1,1,2
5,1,2,2,E,1.57,61.24,1,1,1,2,2
5,1,2,1,E,,,1,1,2,2,1
5,2,2,1,,1.7,55.79,1,1,1,2,2
5,1,2,2,A,1.57,43.09,1,1,1,2,2
7,1,4,2,B,1.57,58.51,1,1,1,2,2
6,1,4,2,E,1.7,71.22,1,1,1,1,2
4,1,1,1,A   E,,,1,1,1,2,2
3,2,1,2,E,1.65,45.36,1,1,1,2,2
6,1,3,1,E,1.73,56.7,1,1,1,2,2
4,1,2,1,E,1.57,54.43,1,1,1,2,2
6,1,4,2,E,1.73,61.24,1,1,1,1,2
6,1,4,2,E,1.5,63.5,1,1,1,1,2
3,2,1,,B,,,1,1,1,2,2
5,2,1,1,A   E,1.7,63.5,3,2,2,1,1
5,1,3,1,A   E,1.5,44.45,1,1,1,1,2
7,1,4,2,E,1.7,58.97,1,1,1,2,2
6,2,4,2,E,1.85,117.94,1,1,1,2,2
3,2,1,2,E,1.68,52.16,1,1,1,2,1
4,2,1,2,E,1.75,63.5,5,3,1,1,2
5,1,3,2,E,1.78,99.79,5,1,2,2,1
4,1,2,2,B,1.57,61.24,1,1,1,2,1
6,2,4,2,A   E,1.85,74.84,1,1,1,2,2
6,1,4,2,E,1.73,104.33,1,1,2,2,1
4,2,1,2,A  D,1.75,52.16,1,1,1,,2
3,1,1,2,E,1.65,68.04,1,1,1,2,2
6,1,3,2,A   E,1.7,72.58,1,1,3,2,2
5,2,3,2,A,1.88,67.59,5,1,1,2,2
6,1,3,1,A   E,1.52,54.43,5,1,3,1,1
4,2,1,1,B,,,1,1,1,2,2
6,1,3,2,E,1.68,99.79,1,1,1,2,2
5,2,3,2,C,1.93,99.79,1,1,2,2,1
6,2,3,2,E,1.93,97.52,1,1,4,1,1
4,1,2,2,E,1.63,53.52,1,1,1,2,1
4,1,2,1,E,1.6,72.58,1,1,1,2,2
7,1,4,2,B,1.52,63.5,1,1,,2,2
6,2,4,2,E,1.75,68.04,1,1,1,2,1
5,2,3,1,A   E,1.8,61.24,1,1,1,2,1
4,1,2,2,A,1.63,65.77,1,1,1,1,2
4,2,2,1,E,,,1,1,1,2,2
6,2,4,2,E,1.78,74.84,1,1,1,2,2
5,1,3,2,E,1.6,67.13,1,1,1,2,2
4,2,2,1,E,1.78,60.78,1,1,1,2,2
5,2,3,2,E,1.7,54.89,1,1,2,2,1
6,1,4,2,E,1.63,58.97,1,1,1,2,2
6,1,4,2,E,1.55,70.31,1,1,1,2,2
3,2,1,2,B,1.68,63.5,1,1,1,1,2
5,2,2,2,E,1.8,61.24,1,1,1,2,2
4,2,2,2,E,1.73,72.58,1,1,1,2,2
6,1,4,2,E,1.6,56.25,1,1,1,1,2
7,1,4,2,E,1.75,68.04,1,1,2,2,1
3,1,1,2,B,,,1,1,1,2,2
6,1,3,1,E,1.57,58.97,1,1,4,1,1
6,1,4,1,E,1.6,83.92,1,1,1,2,1
6,1,4,2,E,1.65,64.41,1,1,1,2,1
3,2,1,2,A   E,1.8,61.24,1,1,1,2,2
4,2,1,,E,,,1,1,1,2,1
7,1,4,2,E,1.63,52.16,1,1,1,2,2
6,1,4,2,E,1.57,47.63,3,1,1,2,1
,2,1,2,E,,,1,1,1,2,2
4,1,1,1,A,1.6,54.43,1,1,2,2,1
6,1,3,2,E,1.65,102.97,1,1,1,2,2
6,1,4,1,,1.63,97.07,1,1,1,2,2
6,1,4,2,E,1.68,68.04,1,1,1,2,2
3,1,1,2,E,,,1,1,1,2,2
4,1,1,2,C E,1.6,57.15,1,1,1,2,2
6,1,3,2,E,1.63,95.26,1,1,1,2,2
5,2,3,1,E,1.8,74.84,1,1,1,2,2
5,1,3,1,E,,,1,1,1,2,2
5,2,4,1,,1.73,52.16,1,1,1,2,2
6,1,4,2,B,1.45,59.88,1,1,1,2,2
3,1,1,2,E,1.73,53.52,1,1,2,2,1
6,2,3,2,E,,,1,1,1,2,2
6,1,3,2,AB,1.68,63.5,1,1,1,2,2
4,2,2,2,B,,,1,1,1,2,2
6,1,4,2,E,1.65,48.54,1,1,1,2,2
7,1,4,2,E,1.65,56.7,1,1,1,2,2
3,2,1,1,E,1.75,56.7,1,1,1,2,2
4,1,1,2,E,1.63,63.5,1,1,1,2,2
5,1,3,1,E,1.57,61.24,1,1,1,2,2
6,2,4,1,C E,1.78,92.99,1,1,1,2,2
5,2,3,2,E,1.75,83.92,1,1,1,2,2
5,1,3,1,E,,,1,1,1,2,2
5,2,2,2,E,1.83,82.56,5,1,1,2,1
3,2,2,1,,1.7,50.8,1,1,1,2,2
7,2,4,2,D,1.83,94.35,1,5,1,,2
5,2,3,1,E,1.85,105.24,1,1,1,1,2
5,1,3,2,E,,,5,1,1,2,1
4,1,2,2,E,1.5,77.11,1,1,1,2,1
7,2,4,2,A,1.9,88.45,1,1,1,2,2
6,1,4,1,E,1.6,56.7,1,1,1,1,2
6,1,4,2,A   E,,,1,1,1,1,1
3,1,1,2,E,,,1,1,1,1,2
4,1,1,2,E,1.68,44.45,1,1,1,2,2
6,1,3,2,E,1.68,77.11,1,1,1,1,1
5,2,3,2,E,1.83,72.58,5,1,2,2,1
5,1,3,2,E,1.7,63.5,1,1,1,1,2
6,2,4,2,E,1.73,90.72,1,1,1,2,2
6,2,4,1,,1.75,79.38,1,1,1,2,2
4,2,1,1,E,1.7,104.33,5,1,1,2,2
5,2,3,2,E,1.9,90.72,2,1,1,2,2
5,2,2,1,E,1.73,90.72,3,1,2,2,1
7,1,4,2,E,1.6,76.2,1,1,1,2,1
6,2,4,2,A   E,1.73,63.96,1,1,1,2,2
4,1,1,1,E,1.57,68.95,1,1,1,2,1
3,1,1,2,E,1.6,42.64,1,1,1,2,2
4,1,2,2,E,1.6,46.27,1,1,1,2,2
5,1,2,2,E,1.55,52.16,1,1,3,1,1
6,,4,2,AB,,,1,1,1,2,2
6,2,4,2,E,1.73,58.97,1,1,1,2,2
5,1,3,2,E,1.57,79.38,1,1,1,2,2
5,2,2,2,D,1.83,127.01,1,1,1,2,2
5,1,2,2,E,1.73,93.9,1,1,1,2,2
6,2,4,2,A   E,1.85,83.92,1,1,1,2,2
6,1,4,2,B,1.52,44.45,1,1,1,2,1
3,1,1,2,A,1.6,71.22,1,1,1,2,2
7,2,4,1,A   E,1.73,70.31,5,2,1,1,2
5,1,3,2,E,1.5,48.99,1,1,1,2,2
3,2,1,1,,,,1,1,1,1,2
3,1,1,2,B,1.57,52.16,1,1,1,1,2
5,2,3,2,C E,1.78,54.43,5,1,1,1,2
4,1,2,1,E,1.57,52.16,1,1,1,2,2
5,2,2,2,A C,1.78,72.58,1,1,1,1,1
6,2,4,2,E,1.75,65.77,1,1,1,2,2
7,2,4,1,,1.78,72.58,1,1,1,2,2
4,1,1,2,A,1.55,65.77,2,1,2,1,2
3,1,1,1,A   E,1.6,58.06,1,1,1,2,2
5,2,3,1,E,1.75,86.18,1,1,1,2,1
7,1,4,2,E,,,1,1,1,1,2
7,2,4,1,E,1.8,70.31,1,1,1,2,2
4,2,1,2,A,1.68,61.24,1,1,1,2,1
3,2,1,2,A   E,,,1,1,1,2,2
5,2,3,2,E,1.83,70.31,5,2,2,2,2
3,1,1,1,E,1.65,63.5,1,1,1,2,1
6,1,3,2,E,1.68,65.77,1,1,1,2,1
6,1,3,2,E,1.55,52.16,1,1,1,2,2
5,1,3,1,E,1.6,72.58,1,1,1,2,2
5,2,2,2,E,1.8,72.58,1,1,1,2,2
5,2,3,1,,1.78,62.6,1,1,1,2,2
5,1,2,1,,,,1,1,1,1,1
,1,3,2,E,,,1,1,1,1,2
3,1,1,2,E,1.63,70.31,1,1,2,2,2
4,2,2,2,C,1.63,58.97,1,1,1,2,2
5,2,3,2,E,1.83,60.78,1,2,1,1,2
5,2,3,2,E,1.78,72.58,1,1,1,2,2
5,1,3,2,E,1.75,79.38,1,1,1,2,2
3,2,1,2,AB  E,1.68,58.06,1,1,1,2,2
4,1,2,2,B  E,1.63,50.35,1,1,2,1,1
6,1,3,2,E,1.75,72.58,1,1,3,2,1
6,2,3,2,E,1.75,68.04,5,1,1,1,1
6,1,3,2,E,,,1,1,1,2,2
4,1,1,1,E,1.63,52.16,1,1,3,2,2
5,1,3,1,E,1.63,49.9,1,1,1,2,2
6,1,3,1,E,1.52,53.07,1,1,1,2,2
4,1,2,1,B,1.5,47.17,1,1,2,2,1
5,1,3,2,A   E,1.5,55.79,1,1,1,2,2
3,2,1,1,E,1.9,97.52,1,1,1,2,2
5,1,2,1,E,1.5,48.54,1,1,1,1,2
5,1,3,1,A   E,1.6,90.72,1,1,1,1,2
5,1,2,1,E,1.57,55.79,1,1,1,1,1
6,2,3,2,A,1.85,58.97,1,1,1,1,2
5,2,3,1,,1.88,66.23,1,1,1,2,2
5,1,3,2,A,1.7,81.65,1,1,3,2,2
5,1,3,2,E,1.7,51.71,1,1,1,1,2
4,2,2,1,B,1.8,80.74,1,1,1,2,2
6,2,3,2,C,1.75,71.67,4,1,1,2,2
6,2,3,2,E,1.75,83.46,1,1,1,2,2
3,2,1,2,C E,1.83,54.43,1,1,1,1,2
5,2,2,2,E,1.75,65.77,1,1,1,2,2
5,1,3,2,E,1.7,63.5,1,1,1,2,2
5,1,3,2,E,1.65,74.84,1,1,1,2,2
3,2,1,2,E,1.73,54.43,1,1,1,2,2
4,1,2,2,E,1.65,81.65,1,1,2,2,1
6,,3,1,E,,,1,2,1,1,2
5,2,3,1,E,1.68,66.68,1,1,1,2,2
3,2,1,1,E,1.68,52.16,1,1,1,2,2
5,2,2,2,E,,,1,1,1,2,2
5,1,3,1,E,1.63,49.9,1,1,1,2,2
5,1,3,2,A   E,1.65,43.09,1,1,1,1,1
3,2,1,2,B  E,1.73,65.77,1,1,1,2,2
4,1,2,1,A   E,1.63,52.16,2,1,3,2,1
6,2,3,1,E,1.78,127.01,3,1,1,2,2
5,2,3,1,C E,1.7,58.97,1,5,2,1,1
4,2,2,1,D,1.65,58.97,1,1,1,1,2
5,2,3,2,E,1.9,117.94,1,1,1,1,1
5,2,2,2,E,1.8,65.77,3,1,1,1,2
5,1,3,2,AB DE,1.7,63.5,5,1,1,2,1
5,1,3,1,,1.65,65.77,3,1,2,1,2
4,1,1,2,E,1.63,68.95,1,1,3,2,2
4,2,2,1,,1.8,90.72,1,1,1,2,2
6,2,3,2,E,1.83,113.4,1,1,1,2,2
5,2,3,1,E,1.78,63.5,1,1,1,2,2
4,1,2,1,A,,,1,1,1,2,2
5,1,3,2,E,1.6,79.83,1,1,1,2,2
3,1,1,2,E,1.68,58.97,1,1,1,2,2
5,2,3,1,E,1.78,78.93,1,1,1,2,2
5,2,3,1,E,1.98,90.72,1,1,1,2,2
4,2,2,2,E,1.8,90.72,1,1,1,2,2
5,1,3,2,E,1.6,51.26,1,1,1,1,2
4,1,1,1,E,1.63,47.63,1,1,1,2,2
4,1,2,2,A   E,1.7,81.65,1,1,2,1,1
5,1,3,2,E,1.73,59.42,1,1,1,2,2
5,1,3,2,E,1.68,49.44,1,1,1,1,2
5,2,2,2,E,1.68,56.7,1,1,1,2,2
5,1,3,2,E,1.63,65.77,1,1,1,2,1
5,1,2,2,C E,1.68,54.43,1,1,1,2,2
5,1,3,2,A   E,1.65,72.58,5,1,1,1,2
4,2,1,1,A,1.68,58.97,1,1,1,2,2
5,1,2,2,E,,,1,1,1,2,1
5,2,3,1,,,,1,1,1,2,2
5,1,3,2,E,1.68,70.31,1,1,2,1,1
4,1,2,2,E,1.63,68.04,1,1,1,2,2
6,1,4,2,E,,,1,1,1,2,
5,2,3,2,E,1.8,74.84,1,1,1,1,1
5,1,3,2,E,1.63,63.5,1,1,1,2,2
4,2,2,2,E,1.88,106.6,1,1,1,2,1
6,2,3,2,E,1.83,90.72,1,1,3,2,2
6,1,3,2,A CDE,1.68,57.61,5,1,1,2,1
4,1,2,2,E,1.75,72.58,1,1,2,2,2
5,2,3,2,A   E,1.75,83.01,1,1,1,2,2
6,1,3,1,E,1.5,90.27,1,1,1,2,2
4,1,2,2,E,1.6,84.37,1,1,1,2,1
5,1,3,1,E,1.73,53.07,1,1,1,1,2
4,1,1,2,A,1.63,52.16,1,1,1,2,1
4,2,2,2,C E,1.8,91.17,3,4,1,1,1
5,2,3,2,E,1.83,63.5,1,1,1,2,2
6,2,3,2,E,1.78,78.02,1,1,1,2,2
4,2,2,1,E,1.68,99.79,1,1,1,2,2
5,1,3,2,E,1.6,49.9,2,1,1,2,2
4,1,1,1,E,1.5,43.09,1,1,1,2,2
6,2,3,2,E,1.75,73.94,1,1,2,2,1
5,1,3,2,E,1.57,48.08,1,1,1,2,1
5,2,2,1,E,1.73,73.03,1,1,1,2,2
5,2,3,1,E,1.88,72.58,1,1,1,2,2
5,1,2,1,E,1.55,54.89,4,1,1,2,2
6,2,5,1,E,1.5,90.72,1,1,1,1,1
5,1,3,2,E,1.52,74.84,1,1,1,2,2
4,2,1,1,E,1.73,61.24,1,1,1,1,2
5,2,2,2,A,1.78,63.5,1,1,1,1,2
5,1,3,2,E,1.52,90.72,1,1,1,2,1
4,2,2,1,,1.63,52.16,1,1,1,2,2
6,2,3,2,A   E,1.75,90.72,1,3,1,2,2
4,1,,2,E,1.55,45.81,1,1,1,1,2
5,1,2,2,E,1.6,51.71,1,1,2,2,1
5,1,3,2,E,1.57,47.63,1,1,1,2,2
4,1,2,1,DE,1.63,81.65,5,1,1,2,1
6,2,3,2,E,1.88,72.58,1,1,1,2,1
4,1,1,2,E,1.47,54.43,1,1,1,1,1
4,2,2,2,E,1.75,54.43,1,1,1,2,2
6,2,3,2,E,1.85,77.11,1,1,1,2,2
5,2,2,2,A   E,1.88,102.06,1,1,1,2,2
5,1,3,2,E,1.68,65.32,1,1,1,2,1
4,1,1,2,E,1.63,61.24,5,1,3,1,1
4,1,2,1,B  E,,,1,1,1,1,1
4,1,2,2,E,1.65,58.97,1,1,1,2,2
5,1,3,1,E,1.63,56.7,1,1,3,1,2
4,2,2,1,E,1.6,55.34,1,1,1,2,2
5,2,3,2,E,1.73,70.31,1,1,1,2,2
7,1,5,2,C,,,1,5,1,1,2
4,2,2,2,E,1.9,97.52,1,1,1,2,2
4,2,2,1,E,1.73,61.69,1,1,1,2,2
5,2,3,2,E,1.93,83.92,1,2,1,2,2
6,1,3,1,A   E,,,1,1,1,2,2
4,2,2,2,E,1.7,104.33,1,1,1,2,2
6,2,3,2,E,1.83,77.11,1,1,1,2,2
6,1,4,2,A,1.63,63.5,1,1,1,1,2
7,2,4,2,E,,,1,1,1,2,2
7,1,4,2,E,1.6,55.79,1,1,1,2,2
6,1,4,2,E,1.57,54.43,1,1,1,2,2
7,1,4,1,E,1.63,102.06,1,1,1,2,2
6,2,4,2,E,,,1,1,1,2,2
6,2,4,2,E,1.75,68.04,1,1,1,2,2
7,2,4,,,1.78,77.11,5,1,1,1,2
6,1,4,1,A,1.6,58.97,1,1,3,2,2
7,2,4,1,E,1.78,62.14,1,1,1,2,2
6,1,4,2,A,1.63,70.76,1,1,1,2,2
7,2,4,2,E,1.88,81.65,1,1,1,2,2
6,2,4,2,E,1.65,72.58,1,1,1,2,2
6,1,4,2,E,,,1,1,1,2,1
7,2,4,1,E,1.73,92.99,1,1,1,2,2
7,2,4,2,E,1.85,97.52,1,1,1,2,2
7,1,4,2,BC,1.65,68.04,1,1,1,2,1
7,2,4,2,E,1.88,83.92,1,1,1,2,2
5,1,4,1,,1.57,49.44,1,1,1,2,2
6,2,4,2,E,1.8,88.45,3,1,1,2,2
6,2,4,2,A  DE,1.73,77.11,2,1,2,2,2
6,2,4,2,E,1.88,75.75,1,1,1,2,2
7,1,4,1,E,1.63,63.5,1,1,3,2,2
6,1,4,2,E,1.63,74.84,1,1,1,2,2
7,2,4,1,E,1.85,86.18,1,1,1,2,2
7,2,4,2,E,1.8,97.52,1,1,1,2,2
7,2,4,2,A   E,1.83,85.28,1,1,1,2,2
6,2,4,1,E,1.83,115.67,1,1,1,2,2
6,1,4,2,E,1.63,63.5,1,1,3,1,2
6,1,4,2,E,1.65,58.97,2,1,1,2,1
6,1,4,2,E,1.6,48.54,1,1,1,2,2
6,2,4,1,,1.6,65.77,1,1,1,2,2
7,2,4,1,A   E,1.75,62.6,1,1,1,2,2
6,1,4,1,E,1.68,61.24,1,1,1,2,2
6,1,4,1,,1.55,69.85,1,1,1,2,2
6,2,4,2,E,1.83,88.45,3,1,1,2,1
6,1,4,2,E,1.7,63.5,1,1,3,1,1
5,1,,2,E,,,1,,1,,
6,1,4,2,E,,,1,,1,,2
7,2,4,,E,,,1,,1,,2
3,2,1,2,E,,,1,,1,,2
4,1,1,,E,,,1,,1,,2
4,1,1,,,,,1,,1,,2
7,1,4,,,,,1,,1,,2
4,2,1,,E,,,1,,1,,
6,1,,,,,,1,,1,,2
7,2,4,2,E,,,1,,1,,2
6,1,,2,E,,,1,,1,,2
7,2,,,A,,,1,2,1,,2
7,1,4,2,A C,,,1,,2,1,2
3,2,1,,BC,,,1,,1,1,
4,1,1,,E,,,1,,1,,
6,2,4,,,,,4,,1,,2
5,2,,,A,,,1,,2,,2
5,1,,2,E,,,1,,1,,2
6,1,4,2,C,,,1,,1,,2
4,1,2,2,E,,,1,,1,,2
4,2,1,2,E,,,1,,1,,
7,1,4,,,,,2,3,1,1,2
5,1,,2,E,,,1,,1,,2
5,2,,2,E,,,1,,1,,2
6,1,4,2,E,,,1,,1,,2
3,2,1,,A,,,1,,1,,
4,1,1,,B,,,1,,1,,
7,2,4,2,E,,,1,,1,,2
5,1,,,,,,1,,,,2
5,2,,,,,,1,,2,1,2
7,1,4,,E,,,1,,1,,2
5,2,,2,E,,,1,,1,,2
4,2,1,2,E,,,1,,1,,2
7,2,4,,E,,,1,,1,,2
5,2,,,C,,,1,,1,1,2
5,2,,2,E,,,1,,1,,2
7,1,4,,B,,,1,,1,,2
4,2,1,2,E,,,5,,3,,
4,1,1,,,,,1,,1,1,
7,1,4,,E,,,,,1,,
5,1,,2,E,,,1,,2,,
5,1,,2,E,,,1,,1,1,2
7,2,4,2,E,,,1,,1,,2
4,1,1,,,,,1,,1,1,
4,1,1,2,E,,,1,,1,,
6,2,4,,E,,,1,,1,,2
6,2,,,C,,,1,,1,1,2
6,1,4,2,E,,,1,,1,,2
4,2,1,,E,,,1,,1,,
3,2,1,,DE,,,1,,1,,2
7,1,4,2,B,,,1,,1,,2
6,2,,2,E,,,1,,1,,2
6,1,4,2,E,,,1,,1,,2
4,2,1,2,E,,,1,,1,1,2
3,1,1,2,A   E,,,1,,2,,
1,2,5,2,C,,,1,5,8,1,2
5,1,,2,E,,,1,,1,,2
7,2,4,2,BC E,,,1,,1,,2
3,2,1,,E,,,1,,1,1,
5,2,2,2,E,,,1,,1,,2
6,1,4,,B,,,1,,1,,2
5,1,,2,B,,,1,,1,1,
5,,,2,E,,,2,,,1,2
6,1,4,2,E,,,1,,1,,2
3,1,1,2,E,,,1,,1,,
5,,2,2,E,,,1,,1,,
7,2,4,,E,,,1,,1,,2
5,1,,,,,,1,,1,,2
6,1,,,E,,,1,,1,1,
4,2,1,,E,,,1,,1,,2
3,1,1,,,,,1,,1,,2
6,2,4,2,E,,,1,,1,1,2
5,2,,,E,,,1,,1,,2
4,1,1,2,E,,,1,,1,,
3,1,1,,,,,1,,1,,2
6,1,4,2,E,,,1,,1,,2
5,2,,,,,,,,,,
5,1,,,,,,1,,1,,
6,1,4,,E,,,1,,1,,2
4,2,1,2,E,,,1,3,4,,2
3,1,1,2,E,,,1,,1,,2
6,2,4,,E,,,1,,1,1,2
5,1,,,,,,1,,1,,2
5,1,,2,E,,,1,,1,,
7,1,4,2,E,,,1,,1,,
4,1,1,,E,,,1,,1,,2
4,2,1,,,,,1,,1,,2
7,2,4,2,E,,,3,5,1,1,2
5,2,,2,E,,,1,,1,,2
7,1,4,,D,,,1,,1,,2
4,2,1,2,E,,,1,,1,,2
4,1,1,,E,,,1,,1,,2
7,2,4,,,,,1,,1,,2
5,1,,,E,,,1,,1,,2
5,1,,,E,,,1,,1,,2
6,1,4,2,E,,,1,,1,,2
4,2,1,2,B  E,,,1,,1,,2
4,1,1,2,E,,,1,,1,,
7,1,4,2,E,,,1,,1,,2
5,1,,,E,,,1,,1,,2
7,1,4,,,,,1,,1,,2
4,2,1,,,,,1,,1,,2
4,1,1,2,E,,,1,,1,1,
6,1,4,,,,,1,,1,,2
6,2,4,2,E,,,1,,1,,2
3,1,1,,E,,,1,,1,,2
4,2,1,2,E,,,1,,1,,2
6,1,4,,E,,,1,,1,,2
6,1,4,,E,,,1,,1,,2
6,1,,2,E,,,1,,1,,2
3,2,1,2,E,,,5,,1,,
6,1,4,2,E,,,1,,1,,2
6,1,4,,E,,,1,,1,,2
4,1,1,2,E,,,1,,2,1,
3,1,1,,,,,1,,1,1,2
6,2,4,,,,,1,,1,,
6,2,,2,A   E,,,1,,1,,2
5,1,4,2,E,,,1,,1,,2
7,1,4,,A   E,,,1,,1,,2
4,2,1,2,E,,,1,,1,,
3,1,1,2,DE,,,1,,1,,2
7,1,4,,E,,,1,,1,,2
5,2,,2,E,,,1,,1,,2
7,2,4,2,E,,,1,,1,,2
4,1,2,2,E,,,1,,1,,2
4,1,1,2,E,,,1,,1,,2
6,1,4,2,E,,,1,,1,,
5,1,,,E,,,1,,1,,2
5,1,,2,E,,,1,,1,,2
6,2,4,,E,,,1,,1,,2
3,2,1,2,E,,,1,,1,,2
4,2,1,2,E,,,1,,1,,2
6,1,4,2,E,,,1,,1,,2
3,2,1,,A,,,1,,1,1,2
6,2,4,2,E,,,1,,1,,2
3,2,1,,C E,,,1,,1,,
4,2,1,2,E,,,1,,1,,2
7,2,4,,E,,,1,,1,1,2
6,1,4,2,C E,,,1,,1,,2
6,2,4,2,E,,,1,,1,,2
3,2,1,2,E,,,1,,1,,2
3,2,1,2,C,,,1,,1,,2
3,1,1,,,,,1,,1,,2
7,2,4,,E,,,1,,1,,2
4,,1,2,E,,,1,,1,1,
6,1,4,,E,,,1,,1,,2
6,1,4,2,E,,,1,,1,,2
4,2,1,2,E,,,1,,1,,2
3,1,1,2,E,,,1,,1,1,2
6,2,4,2,E,,,1,,1,,2
6,1,4,2,E,1.6,58.97,1,1,1,2,2
6,2,4,1,E,1.78,92.99,1,1,1,2,2
6,1,4,1,E,1.57,66.68,5,1,2,1,1
6,2,4,1,,1.73,62.6,1,1,1,2,2
7,2,4,1,E,1.8,111.13,1,1,1,1,2
6,1,4,1,E,1.63,57.61,1,1,1,2,2
4,2,1,1,B  E,1.83,61.69,1,1,1,2,2
4,2,1,2,C,1.78,103.87,1,1,1,2,2
5,2,3,2,E,1.7,53.52,1,1,1,2,2
6,1,3,2,E,1.68,92.99,1,1,1,2,1
6,2,4,2,E,1.83,83.92,1,1,1,2,2
3,1,1,1,,1.7,52.16,1,1,1,2,2
3,2,1,1,C E,1.73,65.77,1,1,1,1,2
5,1,3,2,C,1.57,56.7,1,1,1,2,2
6,2,4,2,B  E,1.7,65.32,1,1,1,2,2
3,1,1,1,A,1.65,57.15,1,1,1,2,1
5,1,3,2,E,1.65,63.5,1,1,1,2,2
4,2,1,2,B  E,1.8,77.11,1,1,1,2,1
6,1,3,1,E,1.55,53.07,1,1,1,2,2
6,2,3,2,E,1.8,90.72,1,1,1,2,2
7,1,4,1,E,1.73,56.7,1,1,1,2,2
5,1,3,1,E,1.57,49.9,1,1,1,2,2
6,2,4,1,E,1.83,68.04,1,1,1,2,1
4,2,1,2,E,1.88,68.04,1,2,1,2,1
6,2,3,1,,,,1,1,1,2,2
4,1,1,2,E,1.55,54.43,5,1,1,2,2
4,2,1,2,B,1.75,79.38,1,1,3,2,2
6,1,3,1,,1.57,48.54,1,1,2,2,1
4,2,1,1,,1.65,74.84,3,1,1,2,
5,2,3,1,,,,1,1,1,2,1
4,2,1,2,E,1.73,63.05,1,1,1,1,2
4,2,1,1,D,1.57,49.9,1,1,1,2,2
5,1,3,1,E,,,1,1,1,1,1
7,2,4,1,B,1.78,68.04,1,1,1,2,2
5,2,3,2,E,1.78,90.72,1,1,1,2,2
4,2,1,1,A,1.8,81.65,1,1,1,2,1
4,2,1,2,E,1.65,60.78,1,1,1,2,1
5,1,3,1,,1.65,56.7,1,1,1,2,2
6,2,4,1,,1.85,73.94,1,1,1,1,2
7,2,4,2,B D,1.73,70.31,1,1,1,2,2
3,1,1,1,E,,,1,1,1,,2
6,1,4,1,A,1.68,70.31,1,1,1,2,2
4,1,2,2,BCD,1.7,52.16,1,1,1,2,2
3,2,1,2,E,1.78,54.43,1,1,1,1,1
5,2,3,2,E,1.83,68.04,1,1,1,1,2
4,1,1,1,,1.57,44,1,1,1,2,2
6,2,3,2,DE,1.85,77.11,1,1,2,2,2
6,2,4,1,,1.73,74.84,1,1,1,1,2
4,1,2,1,,1.32,58.51,1,1,1,2,2
4,1,1,1,C,1.7,58.97,1,1,1,1,1
5,2,3,2,C,1.78,65.77,1,1,1,1,2
6,2,4,1,E,1.55,78.02,1,1,1,2,2
4,1,1,2,E,1.73,90.27,1,1,1,2,2
6,1,3,2,E,1.78,116.12,1,1,1,1,2
7,2,4,1,,1.65,76.2,1,1,1,2,2
3,2,1,2,E,1.78,54.43,1,1,1,2,1
6,2,3,1,D,1.88,95.71,1,1,1,,2
7,1,4,1,E,1.65,58.97,1,1,1,,1
4,1,2,2,C,1.52,53.98,1,1,1,2,2
