q1,q2,q3,q6,q7,q66,q80,q84
5,2,3,1.85,83.92,3,6,2
5,1,3,1.6,53.07,2,8,3
4,1,2,1.65,63.5,3,1,4
5,2,2,1.78,63.5,3,8,1
6,2,3,1.73,63.5,3,5,1
4,1,2,1.57,54.43,3,5,5
6,1,3,1.68,47.63,2,6,3
4,2,2,1.93,122.47,4,7,2
4,1,2,1.65,69.85,3,6,5
5,2,2,1.83,104.33,4,6,2
6,2,3,1.7,78.47,3,8,2
6,2,3,1.78,65.77,3,8,3
4,1,2,1.68,63.5,3,1,4
4,2,2,1.7,74.84,4,2,2
5,2,2,1.83,70.31,3,5,3
7,2,4,1.9,113.4,4,5,3
6,2,4,1.8,74.84,3,5,2
4,2,2,1.8,72.58,3,7,2
6,1,4,1.63,54.43,3,8,2
4,2,2,1.75,88.45,4,1,3
4,2,2,1.73,79.38,4,5,4
5,2,3,1.83,63.5,2,6,3
6,2,3,1.83,68.04,2,8,3
4,1,2,1.52,47.63,3,6,4
4,1,2,1.57,47.63,3,4,3
6,1,3,1.65,52.16,3,1,3
6,2,3,1.9,70.76,3,6,4
6,2,4,1.88,71.22,2,7,2
5,2,2,1.8,63.5,2,1,2
6,1,4,,,3,6,3
6,2,3,1.88,93.44,3,1,3
4,1,2,1.6,58.97,4,5,4
4,1,2,1.65,53.07,3,6,2
6,1,4,1.88,49.9,4,8,3
5,2,2,1.8,90.72,4,8,3
4,1,2,1.7,68.04,3,1,2
4,2,2,1.8,80.74,3,6,1
7,1,4,1.68,56.7,3,7,3
5,2,3,1.7,66.23,3,5,3
6,1,3,1.68,52.16,2,6,3
5,1,2,1.57,54.43,3,6,1
4,2,2,1.78,72.58,3,5,3
6,2,3,,,3,8,5
7,2,4,1.78,68.04,3,6,1
4,1,2,1.7,54.43,3,6,3
6,1,3,1.63,52.16,3,8,3
4,1,2,1.65,74.84,4,6,3
5,2,2,1.78,65.77,4,6,1
6,2,3,1.83,76.66,3,2,3
7,1,4,1.78,65.77,3,5,2
6,2,3,1.8,72.58,3,8,3
6,1,3,1.5,96.62,5,8,5
5,2,3,1.6,62.6,3,4,2
5,2,3,1.78,65.32,3,1,2
7,2,4,1.8,77.11,2,5,4
7,1,4,1.57,79.38,4,7,5
5,1,2,1.57,49.9,3,8,1
6,1,4,1.55,49.9,3,8,4
5,2,3,1.8,77.11,3,6,3
4,1,2,1.75,53.07,2,6,3
7,1,4,1.63,61.24,3,5,3
4,1,2,1.6,65.77,4,1,3
4,2,2,1.9,97.52,4,5,2
4,2,2,1.88,68.04,2,1,3
5,1,2,1.7,56.7,3,8,5
6,1,3,1.6,58.97,3,8,3
7,1,4,1.57,48.99,2,8,4
4,1,2,1.65,58.97,4,6,1
5,2,2,1.85,68.04,3,4,4
6,2,4,1.83,81.65,3,5,2
5,1,2,1.8,61.24,3,6,1
5,1,3,1.65,74.84,4,6,3
4,1,2,1.7,54.43,3,7,5
5,1,2,,,3,1,3
6,1,4,1.68,58.97,3,1,2
5,1,2,1.7,65.77,4,1,3
5,1,2,1.63,58.97,3,6,3
6,2,3,1.78,70.31,2,5,3
6,2,4,1.83,117.94,5,4,3
6,2,3,1.8,79.38,5,6,
6,2,3,1.7,68.04,3,6,5
5,2,3,1.83,74.84,3,8,4
5,1,2,1.83,69.85,3,8,2
4,2,2,1.9,83.92,5,8,3
4,1,2,,,3,6,2
5,2,3,1.8,54.43,2,1,1
5,1,3,1.57,62.6,4,6,2
4,2,2,1.73,62.14,3,6,1
5,1,2,1.65,61.24,4,6,3
5,2,2,1.8,65.77,2,6,5
5,2,2,1.75,58.97,1,3,4
7,1,4,1.65,58.51,3,6,2
3,1,1,1.6,54.43,3,8,2
6,2,3,1.75,65.77,3,8,1
7,1,4,1.68,57.61,3,8,4
5,1,2,1.63,56.7,3,1,3
4,1,1,1.57,62.14,3,6,1
6,2,3,1.73,63.5,2,6,2
5,2,3,1.83,70.31,3,7,3
6,2,3,1.7,73.94,3,7,2
7,2,4,1.78,115.67,4,6,1
3,1,1,1.65,81.65,5,8,3
6,1,3,1.7,97.07,4,6,3
5,1,2,1.55,56.7,4,6,3
3,2,1,1.75,95.26,4,2,4
6,1,3,1.68,72.58,4,6,3
7,2,4,1.73,79.38,3,6,2
5,2,2,1.8,72.58,3,1,2
3,2,1,1.7,52.16,2,2,
6,1,3,1.63,54.43,3,8,4
7,2,4,1.68,72.58,3,8,3
4,2,2,1.65,58.97,3,1,3
7,1,4,1.73,68.04,3,7,4
3,1,1,1.55,46.72,2,8,4
6,1,3,1.75,70.31,3,4,2
7,2,4,,,2,6,1
4,2,2,,,4,8,3
4,1,1,1.57,49.44,2,8,4
6,1,3,1.88,72.58,3,2,3
7,1,4,1.57,51.71,3,6,3
5,1,2,,,3,5,3
4,1,1,1.57,49.9,3,8,5
6,2,3,,,1,8,2
6,1,4,,,4,6,3
4,2,1,,,3,,
4,2,2,1.85,61.69,3,6,3
4,2,1,1.8,63.5,3,8,2
6,2,3,1.88,77.11,3,6,3
6,2,4,1.75,77.11,4,6,2
4,2,1,,,3,1,2
6,2,3,1.88,65.77,2,6,5
6,2,4,1.8,81.65,4,6,1
4,2,2,1.73,72.58,3,5,1
4,2,1,1.73,63.5,2,6,1
5,1,3,1.75,81.65,4,8,2
6,2,3,1.8,56.7,2,1,1
5,2,2,1.7,61.24,3,4,3
4,1,1,,,,4,4
4,2,1,1.98,58.97,2,2,2
5,2,2,1.7,74.84,5,6,5
4,2,1,1.83,54.43,3,,
5,1,3,1.65,45.36,3,4,1
7,2,4,1.88,70.31,2,8,3
5,2,2,1.78,71.67,3,6,1
6,1,3,1.68,72.58,4,6,4
6,2,4,1.78,72.58,3,6,2
5,1,2,1.7,62.14,4,8,3
7,1,4,1.6,63.96,3,6,2
5,1,1,1.73,68.04,4,6,2
6,1,4,1.63,52.16,3,8,1
4,1,2,1.6,49.44,2,8,4
3,2,1,1.63,64.41,3,6,1
5,2,3,1.9,83.46,3,8,3
7,2,4,1.78,99.79,4,6,2
5,2,2,1.78,86.18,3,6,3
4,2,1,1.68,72.58,4,6,2
5,2,3,1.75,77.11,4,3,3
6,1,3,1.57,129.73,5,8,2
6,2,4,1.78,99.79,,4,2
4,2,2,1.78,52.16,2,5,1
4,2,1,,,3,6,4
7,1,4,1.6,74.84,4,6,4
5,2,2,1.78,58.97,2,6,3
3,1,1,1.7,86.18,4,8,5
7,1,4,1.73,126.1,5,6,4
4,2,2,1.75,65.77,2,5,3
4,2,2,,,3,6,4
5,1,3,1.65,68.04,4,6,2
5,2,3,1.75,104.33,4,8,5
4,1,2,1.73,81.65,4,8,5
3,1,1,1.57,90.27,5,8,4
5,2,3,1.85,58.97,3,6,4
7,2,4,1.85,63.5,1,8,4
6,1,3,1.73,58.97,3,6,3
4,1,2,1.57,53.98,3,6,2
7,1,4,1.55,56.7,4,6,5
5,2,2,1.83,120.2,5,8,1
3,2,1,1.73,80.29,4,7,4
6,2,3,1.78,88,4,8,4
6,2,3,1.75,61.24,3,7,5
6,1,4,1.63,53.52,3,8,4
5,1,2,1.65,86.18,5,7,5
7,2,3,1.83,72.58,3,7,1
6,2,4,1.8,97.52,4,8,1
6,1,4,1.55,78.93,4,8,2
4,2,1,1.8,70.31,2,2,3
6,1,3,1.63,54.43,3,8,3
4,1,2,1.65,52.62,3,6,5
4,1,1,1.65,61.69,3,8,3
5,2,3,1.83,73.03,2,6,1
7,2,4,1.75,81.65,3,1,1
3,2,1,1.7,56.7,3,8,2
6,2,3,1.7,54.43,2,1,1
5,1,3,1.63,66.23,4,8,4
7,2,4,1.73,74.84,3,6,1
4,2,1,1.78,97.52,4,5,2
6,2,3,1.8,52.16,1,4,4
6,2,3,1.88,99.79,4,7,3
7,2,4,1.85,65.77,2,6,2
3,2,1,1.8,90.27,4,8,2
6,1,3,1.68,72.58,3,6,3
5,2,3,,,3,8,4
4,1,2,1.7,95.26,4,8,3
5,2,2,1.83,125.19,4,6,5
6,1,3,1.57,72.58,4,6,3
7,1,4,1.65,54.43,2,7,4
5,2,2,1.78,74.84,3,8,3
4,2,1,1.65,61.24,4,7,1
5,1,3,1.65,56.25,3,7,4
7,1,4,1.7,61.24,3,7,3
4,1,2,1.57,81.65,5,6,3
4,1,1,1.68,58.97,3,7,5
7,2,4,1.63,52.16,3,7,2
4,2,2,1.7,92.99,5,8,4
4,2,1,1.68,54.43,3,8,4
5,2,3,1.75,75.75,3,6,3
7,,4,,,4,8,4
4,1,2,1.7,58.97,2,4,4
7,2,4,1.73,90.72,4,5,4
7,1,4,1.65,136.08,5,8,4
3,1,1,1.55,49.9,2,6,4
6,2,3,1.73,71.67,3,8,3
5,1,3,1.57,72.58,4,8,4
7,1,4,1.65,68.49,4,6,4
7,1,4,1.6,74.84,3,6,5
3,2,1,1.78,63.05,3,8,3
3,1,1,1.6,36.29,1,5,2
7,2,4,1.75,70.31,3,7,2
5,2,3,1.7,61.24,3,5,3
6,1,4,1.75,68.04,4,8,3
4,1,1,1.73,64.41,1,7,5
5,1,3,1.52,47.63,3,8,4
6,1,4,1.65,56.7,3,7,4
5,2,3,1.8,67.13,3,6,3
7,1,4,1.52,50.8,3,8,1
4,2,1,1.73,54.43,2,8,4
4,2,1,1.8,71.22,3,8,
3,1,1,1.68,81.65,4,6,4
6,1,4,1.6,70.31,3,8,3
6,2,3,1.7,81.65,3,6,4
7,1,4,1.63,90.72,5,6,4
4,1,2,1.63,72.58,4,8,4
3,2,1,1.57,46.72,1,8,2
4,1,1,1.7,58.97,4,6,4
6,2,4,1.83,65.77,2,6,5
6,2,3,1.7,65.77,3,8,3
7,1,4,1.63,52.16,2,6,4
5,2,2,1.7,59.42,4,5,4
5,2,2,1.6,61.24,4,8,2
3,1,1,1.6,47.17,2,8,1
3,2,1,1.73,68.04,3,,
6,1,3,1.63,58.97,3,6,5
5,2,3,1.83,92.08,2,8,4
6,1,4,1.68,88.45,4,6,4
3,2,1,1.75,72.58,3,5,2
3,1,1,1.8,90.72,5,6,2
5,2,3,1.83,67.13,,,
5,1,3,1.57,52.16,3,8,2
6,2,4,1.65,39.46,1,5,5
4,1,1,,,4,8,4
4,1,1,1.6,65.77,4,8,3
6,2,4,1.8,69.4,3,6,2
6,2,3,1.7,68.04,3,1,1
7,2,4,1.73,61.24,3,6,4
4,1,2,1.63,52.16,4,6,3
,2,2,,,2,8,3
4,1,1,,,2,6,5
3,1,1,1.68,45.81,4,8,3
6,1,4,1.7,72.58,4,6,3
6,2,3,1.78,92.99,4,6,4
6,1,4,1.65,71.67,3,8,1
5,2,2,1.78,56.7,2,4,1
3,2,1,1.75,76.2,4,6,1
4,2,1,1.75,69.85,3,4,2
7,1,4,1.52,45.36,2,6,5
5,2,3,1.85,73.48,3,8,2
7,1,4,,,4,6,4
4,1,1,1.75,54.43,3,8,2
4,2,1,1.75,46.27,2,8,4
6,2,4,1.73,81.65,4,6,4
6,2,3,1.78,68.04,4,6,1
6,2,4,1.83,97.52,3,6,2
4,2,2,1.68,68.49,3,8,2
5,2,2,1.83,77.11,3,8,1
3,2,1,1.65,49.9,3,7,2
4,2,,1.83,58.97,2,,
6,1,3,1.52,65.77,4,8,4
7,1,4,1.63,49.9,2,6,2
3,2,1,1.68,54.43,2,6,4
4,1,1,1.78,86.18,4,6,3
6,1,4,1.6,56.25,3,6,3
6,2,3,1.96,120.2,3,5,1
7,2,4,1.83,63.5,2,5,4
5,2,2,1.85,86.18,5,6,3
4,1,1,,,3,6,3
3,1,1,1.7,49.44,2,6,3
7,1,4,1.63,77.11,5,6,3
6,2,3,1.8,70.31,3,8,1
7,1,4,1.83,58.97,3,8,1
3,2,1,1.6,49.9,2,6,4
4,2,1,1.8,58.97,2,6,3
5,1,3,1.52,61.24,4,8,4
5,1,3,,,4,3,3
7,2,4,1.8,72.58,3,4,1
4,2,1,1.8,86.18,4,8,3
3,2,1,1.75,63.5,3,1,5
6,2,3,1.7,88.45,4,8,1
6,2,4,1.68,63.5,3,8,2
6,2,4,1.78,79.38,4,6,2
5,1,2,1.73,77.11,4,8,1
4,1,2,1.68,56.7,3,4,4
4,1,1,1.52,49.9,3,8,4
4,2,1,1.73,77.11,4,6,3
6,2,3,1.78,90.72,4,6,4
7,1,3,1.7,127.01,,,
5,1,4,1.75,60.33,3,7,3
5,2,2,1.78,58.97,1,8,4
4,1,2,1.7,58.97,4,8,4
3,1,1,,,3,8,3
3,1,1,1.57,54.43,3,8,2
6,2,3,1.7,63.5,3,8,4
6,2,4,1.8,92.99,4,8,2
4,2,2,1.8,81.65,4,8,2
4,2,2,1.7,61.24,3,6,1
3,1,1,1.6,48.99,2,5,4
4,1,1,1.65,61.24,5,1,4
7,2,4,1.78,79.38,3,8,3
5,1,3,1.52,49.9,3,8,3
6,1,4,1.8,81.65,4,6,1
3,1,1,1.52,49.44,3,8,4
4,2,1,1.55,46.27,2,1,4
7,1,4,1.68,64.41,3,6,4
6,2,3,1.83,97.52,3,6,3
6,1,4,1.73,70.31,4,7,4
4,1,2,1.6,63.5,3,6,3
4,2,1,,,4,6,5
3,1,1,1.57,44.45,1,8,4
7,1,4,1.5,88.91,3,8,4
6,2,3,1.83,104.33,5,3,2
6,1,4,1.73,74.84,3,6,3
4,1,2,1.75,58.06,2,6,2
4,2,2,1.7,88.45,4,8,1
4,2,1,1.75,68.04,3,6,4
3,2,1,1.75,83.92,3,8,5
7,1,4,1.6,57.61,3,8,4
5,2,3,1.8,49.9,,2,2
5,2,2,1.8,120.2,4,6,5
4,1,2,1.68,65.77,3,6,2
3,1,1,1.57,47.17,3,6,5
4,1,1,1.57,51.26,3,6,5
6,1,3,1.57,61.24,4,6,3
7,2,4,1.9,78.02,3,6,2
5,2,2,1.68,58.97,3,8,3
5,1,2,1.57,44.45,2,8,5
3,1,1,1.65,58.51,3,6,2
4,1,1,1.55,49.44,3,8,2
5,1,3,1.52,52.16,3,4,5
4,2,2,1.8,61.69,3,8,5
4,2,1,1.73,61.69,2,6,3
4,2,1,1.78,99.79,4,4,4
6,2,4,1.83,70.31,3,8,2
5,1,3,1.6,81.65,5,8,4
5,2,2,1.73,77.11,4,6,3
4,2,2,1.85,79.38,3,8,3
3,2,1,1.7,77.11,4,5,3
3,1,1,,,4,6,5
6,1,4,1.63,56.7,2,6,4
6,1,3,1.57,45.36,2,8,3
5,1,2,1.65,49.9,3,8,2
5,2,2,1.75,112.49,4,8,2
4,2,1,1.78,76.2,2,6,2
4,2,1,1.78,67.59,3,8,2
3,1,1,,,3,1,1
6,1,4,1.68,74.84,3,7,4
5,2,3,1.9,79.83,3,8,2
5,2,2,1.68,62.6,3,6,4
5,2,2,1.85,95.26,4,6,2
3,1,,1.55,69.85,4,6,3
3,2,1,1.8,72.58,3,8,1
6,2,3,1.88,71.22,2,6,2
6,1,3,1.68,57.15,3,6,3
4,2,2,1.75,65.77,2,6,3
4,2,1,1.78,56.7,2,7,1
3,1,1,1.68,72.58,1,2,1
5,2,3,1.78,70.31,4,8,2
4,2,2,1.73,74.39,3,6,3
5,2,3,1.7,81.65,3,6,2
6,2,3,1.83,89.36,4,1,3
6,2,3,1.78,72.58,,,
6,1,3,1.63,58.97,3,8,3
6,1,3,1.7,58.97,3,6,3
5,1,3,,,4,8,3
5,1,2,1.5,68.04,4,6,5
4,1,2,1.73,58.97,3,8,3
4,1,2,1.63,52.16,3,8,2
6,1,3,,,1,2,1
5,1,2,1.6,83.92,4,8,4
5,2,2,1.73,72.58,3,7,3
5,2,2,1.75,74.84,4,4,1
4,2,2,1.65,54.43,4,8,3
3,1,1,1.68,90.72,4,7,4
6,1,2,1.73,86.18,4,6,4
5,2,2,1.65,55.34,3,8,1
4,1,2,1.6,63.5,4,6,2
4,2,1,1.68,64.41,3,6,2
5,2,1,1.73,58.97,3,8,1
4,1,1,1.6,55.79,3,6,2
5,2,1,1.83,77.11,3,8,2
6,2,3,1.78,74.84,3,,
6,2,3,1.78,92.99,2,6,4
5,2,3,1.8,77.11,4,6,3
6,1,3,1.65,102.06,5,8,5
5,2,3,1.65,86.18,4,5,2
4,2,1,1.73,51.26,2,7,3
3,2,1,1.65,106.6,5,8,2
5,1,2,1.63,65.77,3,2,1
4,2,2,1.75,77.11,3,6,1
5,1,2,1.7,83.92,4,8,3
5,1,2,1.52,45.36,3,6,3
5,2,2,1.68,92.53,4,4,2
4,2,1,1.85,74.84,,,
4,1,1,,,4,6,2
3,2,1,1.6,43.09,2,8,3
4,1,1,1.6,59.88,3,8,3
6,2,2,,,3,,
5,2,2,,,3,8,1
5,2,2,,,,,
4,1,5,,,1,2,3
,1,2,,,3,8,1
4,2,2,1.75,88.45,4,6,2
3,2,1,1.8,97.52,4,7,2
6,2,4,1.85,86.18,3,6,2
6,2,3,1.68,61.24,3,8,3
4,2,1,1.75,67.13,3,8,3
6,2,4,1.78,70.31,2,8,3
6,2,3,1.68,65.77,3,7,3
5,2,2,1.68,56.7,2,6,2
3,2,1,1.8,81.65,3,6,4
7,2,4,1.83,61.24,2,6,3
5,2,3,1.73,65.77,2,8,4
5,2,2,1.78,79.38,3,6,3
7,2,4,1.96,97.52,3,8,1
5,2,3,1.83,102.06,3,4,3
4,2,2,1.78,74.39,3,5,3
4,2,1,1.7,84.82,5,8,2
7,2,4,1.88,71.67,3,8,2
6,2,3,1.88,81.65,2,7,4
5,2,1,1.63,54.43,4,8,1
7,2,4,1.83,77.11,3,7,4
6,2,3,1.88,68.04,2,6,1
4,,1,,,5,7,
6,2,4,1.83,65.77,3,6,3
6,2,3,1.83,86.18,4,6,1
3,2,1,1.83,68.49,3,8,2
6,2,4,1.83,88.45,3,6,4
6,2,3,1.78,63.5,3,8,2
4,2,2,1.83,65.77,2,6,2
7,2,4,1.78,65.77,2,7,3
5,2,3,1.88,99.79,2,4,2
5,2,2,1.68,49.9,2,6,1
4,2,1,1.68,58.97,3,8,2
7,2,4,1.75,71.67,3,6,1
6,2,3,1.85,77.11,3,7,2
4,2,2,1.73,54.43,3,7,4
7,2,4,1.75,81.65,3,6,2
6,2,3,1.88,88.45,3,8,1
5,2,2,1.7,99.79,5,6,2
3,2,1,1.68,75.75,3,,1
7,2,4,1.88,88.45,4,8,2
5,2,3,,,2,5,1
4,2,2,1.68,61.24,3,3,3
3,2,1,,,4,8,
7,2,4,1.85,80.74,3,6,1
5,2,3,1.96,102.06,4,4,5
5,2,2,1.73,68.04,3,6,2
4,2,1,1.8,72.58,3,8,3
7,2,4,1.83,83.01,3,6,3
6,2,3,1.85,84.37,3,6,3
4,2,2,1.83,96.62,3,6,3
3,2,1,1.75,61.24,3,5,1
7,2,4,1.7,65.77,3,6,1
5,2,3,1.83,58.97,3,6,1
5,2,2,1.85,72.58,3,5,2
3,2,1,1.63,58.97,3,8,3
5,2,2,1.8,79.38,3,8,1
4,2,1,1.85,65.77,2,8,4
4,2,2,1.75,73.03,3,6,1
3,2,1,1.78,80.29,4,1,2
5,2,2,1.78,70.31,3,1,1
4,2,1,1.8,63.5,2,8,1
6,2,4,1.78,75.75,3,6,3
5,2,2,1.83,59.88,2,6,1
3,2,1,1.78,58.97,3,5,1
7,2,4,1.78,61.24,2,2,1
5,2,2,1.88,77.11,2,7,2
4,2,1,,,2,8,1
3,2,1,1.8,56.7,2,8,1
7,2,4,1.83,72.58,3,6,2
4,2,2,1.73,73.94,4,8,4
4,2,1,1.68,60.33,4,7,3
7,2,4,1.8,78.02,3,6,3
5,2,3,1.85,87.09,4,6,2
5,2,2,1.75,63.5,2,8,3
7,2,4,1.83,94.35,3,8,3
5,2,3,1.83,112.49,5,8,3
5,2,2,1.78,54.43,2,6,1
6,2,4,1.9,81.65,2,8,2
5,2,3,1.75,65.32,1,6,3
4,2,2,1.75,61.24,3,5,1
4,2,1,1.9,77.11,1,6,3
5,2,2,1.78,88.45,3,7,3
4,2,1,1.88,79.38,3,8,1
7,2,4,1.8,72.58,2,6,4
6,2,3,1.7,72.58,,,
4,2,1,1.96,81.65,2,6,4
7,2,4,1.93,147.42,5,6,3
4,2,3,1.73,88.45,4,1,4
3,2,1,1.83,65.77,2,7,3
6,2,4,1.7,72.58,3,7,1
7,2,4,1.7,58.97,4,5,5
6,2,3,1.8,87.09,3,8,2
6,2,4,1.9,68.04,2,5,2
5,1,2,1.65,86.18,4,1,3
6,2,3,1.88,113.4,4,6,2
5,1,2,1.68,56.7,,6,4
6,2,4,1.8,72.12,2,7,4
3,1,1,1.65,52.16,3,8,2
6,1,3,1.5,79.38,5,4,4
5,2,2,1.83,104.33,4,6,4
6,2,4,1.78,92.99,3,6,3
3,1,1,1.57,49.44,4,8,4
6,2,3,1.75,61.69,2,4,3
4,2,2,1.68,58.97,2,6,1
6,1,4,1.6,55.34,3,8,4
3,2,1,1.68,47.63,2,8,2
6,2,3,1.88,99.79,3,6,3
5,1,2,1.68,58.97,4,8,4
6,1,4,1.65,81.65,4,8,2
4,2,2,1.78,71.67,4,5,3
6,2,4,1.75,54.43,1,8,3
4,1,2,1.6,81.65,4,6,4
6,1,4,1.7,52.16,3,8,3
3,1,1,1.65,56.7,4,6,4
6,2,3,,,,6,1
4,1,2,1.6,52.16,3,8,4
6,2,4,1.9,86.18,3,8,2
4,2,1,1.78,74.84,3,6,1
6,1,3,1.65,58.97,3,8,5
4,2,2,1.8,97.07,4,6,2
7,1,4,1.63,53.98,4,6,3
4,2,2,1.65,61.24,3,6,3
6,1,3,1.6,53.98,3,8,3
4,1,2,1.78,74.84,3,6,4
6,2,4,1.68,63.5,2,8,2
4,2,2,1.73,95.26,4,6,3
5,2,3,1.68,58.97,2,7,1
6,2,2,1.65,43.55,1,6,3
6,2,4,1.73,70.31,3,6,2
4,2,1,1.65,60.33,3,8,3
6,1,3,1.52,44,3,8,4
4,1,2,1.52,52.16,3,8,4
7,2,4,1.63,68.04,3,8,1
5,2,2,1.85,83.92,3,6,4
5,2,3,1.78,90.72,4,,1
4,2,2,1.78,68.95,3,6,2
6,2,4,1.73,73.48,3,8,3
3,2,1,1.73,58.06,3,6,1
6,2,3,1.85,95.26,4,8,3
5,2,2,1.85,117.94,4,6,2
6,2,4,1.78,69.4,3,4,4
4,2,2,1.75,77.11,4,6,2
6,2,4,1.75,40.82,2,6,
4,1,2,1.6,71.22,4,1,3
6,2,4,1.68,65.77,4,6,3
3,1,1,1.68,49.9,2,6,2
5,2,3,1.88,61.24,3,3,2
5,1,2,1.52,43.09,1,6,4
6,2,4,1.75,63.5,2,8,1
5,1,3,1.73,82.56,3,8,2
5,2,2,1.7,86.18,5,6,4
6,1,4,1.6,70.31,4,6,4
4,2,1,1.73,49.9,2,8,1
6,2,3,1.78,62.6,1,6,3
5,1,2,1.63,81.65,1,8,4
6,2,4,1.75,62.14,3,8,1
3,2,1,1.68,48.99,2,8,1
6,1,3,1.75,57.15,4,6,4
4,2,2,1.88,76.2,3,6,2
6,2,4,,,2,,1
3,2,1,1.57,63.5,5,6,2
5,2,3,1.78,61.24,2,3,2
7,2,4,1.8,104.33,4,8,2
4,1,1,1.68,47.17,2,6,5
5,2,3,1.85,147.42,5,7,3
3,1,1,1.57,44.45,2,1,3
5,2,3,1.7,41.73,1,7,5
4,1,1,1.75,63.5,4,7,2
6,1,4,,,4,4,3
5,2,2,1.7,82.56,3,6,4
4,1,1,1.7,44.91,2,1,5
6,2,3,1.78,107.96,4,4,1
4,1,2,1.68,100.25,5,1,2
4,2,1,1.7,57.15,3,3,2
6,2,3,1.85,63.5,2,6,5
5,1,2,,,4,,
6,2,4,1.75,54.43,2,7,4
3,2,1,1.83,72.58,3,6,3
5,,3,,,4,8,1
4,1,2,1.65,58.97,4,8,3
7,1,4,1.63,64.86,3,8,3
3,1,1,1.7,52.16,2,6,3
5,2,3,1.8,68.04,3,6,1
4,2,2,1.7,52.16,2,6,1
6,2,4,1.85,75.75,3,4,2
5,2,2,1.75,97.52,3,7,1
4,2,2,1.83,54.43,2,6,2
5,2,2,1.78,76.2,4,5,2
4,2,2,1.63,106.6,5,8,4
4,2,2,1.83,111.13,4,6,5
6,2,3,1.85,79.38,3,8,2
4,1,2,1.6,49.9,3,6,3
3,2,1,1.8,68.04,3,6,2
6,2,3,1.78,91.17,4,6,5
5,2,2,1.75,58.06,3,6,2
7,2,4,1.75,83.92,3,6,2
4,2,1,1.78,63.5,3,6,3
6,2,3,1.83,81.65,3,8,3
5,1,2,1.63,54.43,3,6,3
6,1,4,1.78,70.31,3,8,3
3,1,1,1.63,77.11,4,8,
6,2,3,1.85,79.38,3,6,2
4,1,2,1.73,65.77,4,8,3
7,2,4,1.85,70.31,2,5,1
4,2,1,1.75,61.24,2,8,2
5,1,3,1.73,58.97,3,6,3
5,1,2,1.68,49.9,3,6,3
6,1,3,1.63,56.7,3,6,4
4,1,2,1.68,68.04,4,8,2
6,2,4,1.7,61.24,2,8,5
4,1,4,1.63,50.8,3,6,2
6,2,3,1.73,65.77,3,6,3
4,2,2,1.75,65.77,3,6,1
5,1,2,1.57,72.58,4,6,3
6,1,4,1.63,75.75,4,7,4
4,2,1,1.8,108.86,5,1,4
6,2,3,1.8,77.11,3,8,3
5,1,3,,,3,6,3
4,2,2,1.7,63.5,3,6,4
6,1,4,1.6,49.44,3,6,3
4,2,1,1.73,52.16,2,6,3
6,1,3,1.63,51.71,2,6,4
6,2,3,1.73,68.04,3,6,3
5,1,2,1.6,48.99,3,7,4
7,1,4,1.7,54.89,3,6,3
4,2,1,1.93,92.99,3,6,1
5,2,3,1.78,61.24,2,6,1
4,1,2,1.65,63.05,4,7,4
6,1,4,1.63,75.75,3,7,3
3,1,1,,,5,8,5
6,2,3,1.55,53.98,1,1,3
5,2,2,1.83,58.97,,8,
3,1,1,1.52,45.81,3,6,3
5,1,3,1.75,70.76,4,6,3
4,1,2,1.57,49.44,3,1,4
7,2,4,1.78,79.38,3,6,1
3,1,1,1.73,58.97,4,6,2
6,2,3,1.78,54.89,2,6,2
5,2,2,1.83,74.84,3,7,1
6,2,4,1.73,65.77,3,6,3
4,1,1,1.57,49.9,3,8,3
6,2,3,1.75,83.92,4,6,4
5,2,2,1.7,58.97,3,6,1
7,1,4,1.7,79.38,5,7,4
3,2,1,1.75,81.65,4,1,3
3,1,1,1.63,58.97,3,1,2
6,2,3,1.75,61.24,2,6,2
3,2,2,1.73,54.43,2,1,3
6,2,4,1.93,113.4,3,6,1
4,2,1,1.65,49.9,2,6,2
4,1,1,1.68,70.31,3,6,4
6,2,3,1.88,63.5,2,6,2
5,2,2,1.78,83.92,4,8,3
6,1,4,1.63,52.16,3,8,4
3,2,1,1.75,63.5,2,6,2
5,1,3,1.55,58.97,3,6,2
4,1,2,1.68,56.7,3,8,2
7,2,4,1.8,69.4,3,8,1
3,2,1,1.8,81.65,3,6,4
5,2,3,1.83,83.92,3,1,2
5,2,2,1.78,61.24,3,6,1
4,2,1,1.7,61.24,3,6,1
6,1,3,1.5,58.97,4,8,4
4,1,2,,,,8,4
6,1,4,1.78,64.86,3,4,4
4,2,1,1.8,68.04,3,6,2
5,1,3,1.75,67.59,3,8,3
4,2,2,1.75,58.06,2,8,2
6,2,4,1.78,79.38,3,6,1
4,2,1,1.75,68.04,4,6,2
6,2,3,1.73,74.84,3,3,4
5,2,2,1.65,54.43,3,8,3
7,2,4,1.85,62.6,2,1,3
2,1,1,1.73,45.81,2,6,2
4,1,2,1.6,55.79,3,6,3
7,1,4,1.7,81.65,4,5,3
3,2,1,1.75,56.7,3,6,3
4,1,2,1.7,54.43,3,8,4
3,1,1,1.68,54.43,3,6,3
4,1,1,1.6,54.43,4,4,2
3,1,1,1.52,40.82,3,8,3
4,1,2,1.63,56.25,3,7,4
6,2,2,1.78,108.86,4,6,2
6,1,3,1.78,71.22,4,6,1
6,2,3,1.78,113.4,4,6,4
6,2,4,1.78,58.97,1,,
